event,time
Parte 1,20:46:27
Correct Answer Selected: Entero,20:47:48
Correct Answer Selected: Flotante,20:47:48
Correct Answer Selected: Cadena,20:47:48
Parte 2,20:47:49
Correct Drop Event: print('Nosotros somos los campeones amigos'),20:48:04
Correct Drop Event: print('Y seguiremos luchando hasta el final'),20:48:04
Correct Drop Event: print('Somos los campeones'),20:48:04
Parte 3,20:48:04
Correct Answer Selected: print,20:48:09
Parte 4,20:48:09
Correct Answer Selected: sep,20:49:29
Correct Answer Selected: '-',20:49:29
Parte 5,20:49:30
"Correct Answer Selected: # Outputs a message 
print('Have a good day!')",20:50:06
Parte 6,20:50:09
Parte 7,20:50:11

