Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_python,matched_synonym
6638,c753712c-fecd-48cf-b4a4-5f1c1260f3ce,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is too amazing. God bless the builders. i now understand python better. I like the question-learning approach. Thumbs up y'all,5,0,10.0.1,2019-02-25 07:55:47,,,POSITIVE,python,Thumbs up
