Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_python,matched_synonym
12242,439a0d11-c1f1-4da0-aaa6-fb01adbd2cc9,Libuseng Morake,https://play-lh.googleusercontent.com/a-/ACB-R5TdN8oVHEN7F0MJSzLbUEYoVMf0DvpRPFSUm-bfFQ,"Please Add more courses for python in finance. Thumbs up to SOLOLEARN App developers,you're indeed amazing and you deserve lifetime achievement award. 🤩😁😍#anybodycanlearncoding.",5,0,4.10.0,2022-01-09 08:03:56,,,POSITIVE,python,Thumbs up
96314,5cf8e5ef-97d2-40dd-944b-bd601257e94c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great app. Covers the popular programming languages. I can't rate a 5 star yet because I've started only the python course. Gone halfway on that course already and I absolutely love it. When i have done up to three courses, I will come back and edit my review. I should have a truer review then. Thumbs up.",4,2,1.6.1,2017-11-24 00:53:21,,,POSITIVE,python,Thumbs up
