,app,positiveCount,negativeCount,score
0,codeacademy,2234,-1339,0.2504897844948223
0,datacamp,6427,-1292,0.6652416116077212
0,encode,1772,-273,0.7330073349633252
0,learn-python-programiz,4144,-670,0.7216452014956377
0,mimo,76205,-12519,0.7177990171768631
0,programming-hero,14871,-1667,0.7984036763816664
0,programming-hub,42396,-7153,0.7112757068760217
0,sololearn,119851,-12702,0.8083483587696997
