Unnamed: 0,date,content,rating,isEdited,userName,title,developerResponse,sentiment,matched_python
0,2022-01-02 00:02:56,"I usually don’t have anything nice to say in the review section, but this app has changed my mind. If any person wants to learn python, start here first. Very step by step and informative while also preparing you for interviews.",5,False,z.chulo,Excellent tool for young programmers‼️,,POSITIVE,python
14,2022-01-11 14:41:47,The best python app,5,False,Andy51663),great app,,POSITIVE,python
