event,time
Parte 1,21:13:13
Pedagogical Page Open Time,21:13:13
Pedagogical Page Close Time,21:13:15
Pedagogical2 Page Open Time,21:13:15
Pedagogical2 Page Close Time,21:13:16
Parte 2,21:13:16
Completeblankspace Page Open Time,21:13:16
Completeblankspace Page Close Time,21:13:25
Pedagogical Page Open Time,21:13:25
Pedagogical Page Close Time,21:13:25
Parte 3,21:13:25
Draganddrop Page Open Time,21:13:25
Draganddrop Page Close Time,21:13:48
Pedagogical Page Open Time,21:13:48
Pedagogical Page Close Time,21:13:48
Parte 4,21:13:48
Multiplechoice Page Open Time,21:13:48
Multiplechoice Page Close Time,21:14:02
Pedagogical Page Open Time,21:14:02
Pedagogical Page Close Time,21:14:03
Parte 5,21:14:03
Draganddrop Page Open Time,21:14:03
Draganddrop Page Close Time,21:14:14
Pedagogical Page Open Time,21:14:14
Pedagogical Page Close Time,21:14:18
Parte 6,21:14:18
Pedagogical Page Open Time,21:14:18
Pedagogical Page Close Time,21:14:18
Pedagogical2 Page Open Time,21:14:18
Pedagogical2 Page Close Time,21:14:19
Parte 7,21:14:19
Practica Page Open Time,21:14:19
Practica Page Close Time,21:14:20

Parte 1,20:46:12
Pedagogical Page Open Time,20:46:12
Pedagogical Page Close Time,20:46:15
Pedagogical2 Page Open Time,20:46:15
Pedagogical2 Page Close Time,20:46:17
Parte 2,20:46:17
Completeblankspace Page Open Time,20:46:17
Completeblankspace Page Close Time,20:46:24
Pedagogical Page Open Time,20:46:24
Pedagogical Page Close Time,20:46:25
Parte 3,20:46:25
Draganddrop Page Open Time,20:46:25
Draganddrop Page Close Time,20:46:29
Pedagogical Page Open Time,20:46:29
Pedagogical Page Close Time,20:46:31
Parte 4,20:46:31
Multiplechoice Page Open Time,20:46:31
Multiplechoice Page Close Time,20:46:36
Pedagogical Page Open Time,20:46:36
Pedagogical Page Close Time,20:46:36
Parte 5,20:46:36
Draganddrop Page Open Time,20:46:36
Draganddrop Page Close Time,20:46:41
Pedagogical Page Open Time,20:46:41
Pedagogical Page Close Time,20:46:45
Parte 6,20:46:45
Pedagogical Page Open Time,20:46:45
Pedagogical Page Close Time,20:47:00
Pedagogical2 Page Open Time,20:47:00
Pedagogical2 Page Close Time,20:47:06
Parte 7,20:47:06
Practica Page Open Time,20:47:06
Practica Page Close Time,20:47:14

