reviewId,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob,End_Pos
1,Python,55,,MISC,0.999984860420227,61.0
1,Python,244,,MISC,0.9999825954437256,250.0
1,Python,368,,MISC,0.9030441045761108,374.0
1,Python,482,,MISC,0.9999877214431763,488.0
2,Python,14,,MISC,0.9999839067459106,20.0
2,Python,319,,MISC,0.9999767541885376,325.0
3,Bitcoin,390,,MISC,0.9999896287918091,397.0
5,Programiz,24,,ORG,0.9999803304672241,33.0
5,Parewa Labs,38,,ORG,0.999958872795105,49.0
5,Python,136,,MISC,0.9999803304672241,142.0
5,iOS,194,,MISC,0.9955847859382629,197.0
5,iPad,220,,MISC,0.9971157312393188,224.0
6,iPad,413,,MISC,0.9999227523803711,417.0
6,iPad,475,,MISC,0.9998606443405151,479.0
6,iPad,568,,MISC,0.9988850951194763,572.0
6,iPad,711,,MISC,0.9990938901901245,715.0
6,iPad,799,,MISC,0.9994565844535828,803.0
7,Python,58,,MISC,0.9999810457229614,64.0
7,Python,296,,MISC,0.9999667406082153,302.0
9,Python,26,,MISC,0.9999819993972778,32.0
13,Python,199,,MISC,0.9999704360961914,205.0
21,Python,125,,MISC,0.9999734163284302,131.0
26,C,49,,MISC,0.9999063014984131,50.0
27,Python,27,,MISC,0.9999465942382812,33.0
28,Python,78,,MISC,0.9999755620956421,84.0
29,Python,85,,MISC,0.9999872446060181,91.0
35,iPad,86,,MISC,0.9993707537651062,90.0
43,Python,18,,MISC,0.999963641166687,24.0
46,Python,9,,MISC,0.9999709129333496,15.0
56,iPad,91,,MISC,0.9947277903556824,95.0
56,Python Namespace,168,,MISC,0.9941906630992889,184.0
56,Alex,232,,PER,0.8084418773651123,236.0
64,Python,39,,MISC,0.9999827146530151,45.0
67,iPad,42,,MISC,0.9995027780532837,46.0
67,iPhone,69,,MISC,0.9999721050262451,75.0
67,iPad,86,,MISC,0.9997972846031189,90.0
76,Nice,0,,ORG,0.9999711513519287,4.0
78,Python,28,,MISC,0.9999804496765137,34.0
79,Eve,0,,ORG,0.9129137992858887,3.0
83,Visual Studio Code,155,,MISC,0.9998752474784851,173.0
