reviewId,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob,End_Pos
0,CodeAcademy,19,,ORG,0.9999874830245972,30.0
0,iPhone,69,,MISC,0.9987910389900208,75.0
0,iPhone,154,,MISC,0.9757264256477356,160.0
0,CodeAcademy Go,289,,MISC,0.9998694062232971,303.0
0,iPad,347,,MISC,0.99945467710495,351.0
0,Go,395,,MISC,0.9999508857727051,397.0
0,iPad,455,,MISC,0.9986489415168762,459.0
0,CodeAcademy Go,633,,MISC,0.9999424815177917,647.0
1,Codecademy pro,50,,MISC,0.8638401031494141,64.0
1,Codecademy pro,753,,MISC,0.8643811345100403,767.0
1,Codecademy,1096,,ORG,0.9991746544837952,1106.0
2,CodeAcademy,753,,ORG,0.8983387351036072,764.0
2,CodeAcademy Review,935,,MISC,0.9999055862426758,953.0
3,JS,106,,MISC,0.999950647354126,108.0
3,MIMO,484,,ORG,0.5254239439964294,488.0
3,Freecodecamp,492,,MISC,0.8886162638664246,504.0
3,Sololearn,508,,MISC,0.8335871696472168,517.0
4,Codecademy,0,,MISC,0.9997139573097229,10.0
4,iPad OS,133,,MISC,0.9998238980770111,140.0
4,Magic Keyboard,149,,MISC,0.9987074136734009,163.0
4,iPad,226,,MISC,0.9997054934501648,230.0
4,Magic Keyboard,238,,MISC,0.9945715069770813,252.0
4,Codecademy,785,,MISC,0.9978153705596924,795.0
4,iPad,838,,MISC,0.9997387528419495,842.0
5,Christmas Day 2018,61,,MISC,0.9022893706957499,79.0
5,iPhone,658,,MISC,0.9999285936355591,664.0
7,HTML,67,,MISC,0.8670791983604431,71.0
9,Codecademy,14,,MISC,0.9581755995750427,24.0
9,iPhone,60,,MISC,0.9996401071548462,66.0
9,iPad,258,,MISC,0.9994148015975952,262.0
9,iPad,308,,MISC,0.9992528557777405,312.0
9,iPad Safari,534,,MISC,0.9987676441669464,545.0
9,iPad,599,,MISC,0.9990074038505554,603.0
9,CodeCademy,612,,MISC,0.8951860666275024,622.0
10,Codecademy,547,,ORG,0.9999366998672485,557.0
11,Stanford,269,,ORG,0.9858753085136414,277.0
13,Datacamp,81,,MISC,0.9978231191635132,89.0
13,Codecademy,125,,ORG,0.9998705387115479,135.0
13,Datacamp,197,,MISC,0.9992192983627319,205.0
14,Codecademy,26,,ORG,0.9999440908432007,36.0
14,iPad,332,,MISC,0.9999454021453857,336.0
14,iPad,536,,MISC,0.99993896484375,540.0
15,IPad,114,,MISC,0.9999094009399414,118.0
15,Kroger,138,,ORG,0.9999518394470215,144.0
16,Codecademy,291,,ORG,0.9999849796295166,301.0
17,iPads,11,,MISC,0.999962329864502,16.0
17,Codecademy,118,,MISC,0.9989290833473206,128.0
17,iPad,196,,MISC,0.999893307685852,200.0
18,Command Prompt,459,,MISC,0.9995580613613129,473.0
18,Java,484,,MISC,0.8143594264984131,488.0
18,SQL,493,,MISC,0.9987840056419373,496.0
18,SQL,568,,MISC,0.9995477795600891,571.0
22,Kazakhstan,235,,LOC,0.999983549118042,245.0
23,codeacademy,12,,MISC,0.4621618986129761,23.0
28,JavaScript,720,,MISC,0.9999570846557617,730.0
28,CodecAcademy,867,,ORG,0.9997105002403259,879.0
29,iPadOS,58,,MISC,0.9999127388000488,64.0
29,iPhone,104,,MISC,0.9999496936798096,110.0
29,iPads,120,,MISC,0.999951958656311,125.0
29,iPad,240,,MISC,0.9993345141410828,244.0
34,Codeacademy,16,,ORG,0.9995833039283752,27.0
35,iOS,8,,MISC,0.8785995244979858,11.0
37,Codecademy,94,,MISC,0.9987044334411621,104.0
37,iPad,128,,MISC,0.9972125887870789,132.0
37,iPad,193,,MISC,0.9994890689849854,197.0
37,iPhone,277,,MISC,0.9998639822006226,283.0
37,iPad,365,,MISC,0.9995736479759216,369.0
41,iOS 12.1.2,375,,MISC,0.9994563460350037,385.0
41,Iphone 6s,389,,MISC,0.9993101358413696,398.0
48,Magen,0,,PER,0.7285148501396179,5.0
51,Marxist,238,,MISC,0.9999892711639404,245.0
51,BLM,260,,ORG,0.9999842643737793,263.0
51,United States,330,,LOC,0.9999902844429016,343.0
51,Black,347,,ORG,0.8448944687843323,352.0
53,iPhone,73,,MISC,0.9998511075973511,79.0
53,iOS 13,85,,MISC,0.9996515512466431,91.0
57,iPad,42,,MISC,0.9999334812164307,46.0
57,iPhone,88,,MISC,0.9999662637710571,94.0
57,iPhone,135,,MISC,0.9999285936355591,141.0
57,iPhone,321,,MISC,0.9999667406082153,327.0
57,iPad,362,,MISC,0.999747097492218,366.0
59,iPhone,29,,MISC,0.999904990196228,35.0
59,iPad Pro,79,,MISC,0.9997658431529999,87.0
59,iPad,241,,MISC,0.9998229146003723,245.0
59,iPad,324,,MISC,0.9999477863311768,328.0
59,iPhone,431,,MISC,0.9999493360519409,437.0
59,iPad,458,,MISC,0.9999388456344604,462.0
61,JavaScript,154,,MISC,0.9998871088027954,164.0
66,iPad,181,,MISC,0.9982832670211792,185.0
66,iPhone,221,,MISC,0.999958872795105,227.0
69,Codecademy,41,,ORG,0.9999216794967651,51.0
69,iPad,120,,MISC,0.9996535778045654,124.0
69,iPad,219,,MISC,0.9997652173042297,223.0
69,Apple,227,,ORG,0.9999861717224121,232.0
69,iPad,263,,MISC,0.9991176724433899,267.0
70,Codecademy,7,,ORG,0.9999793767929077,17.0
70,Codecademy,33,,ORG,0.9999823570251465,43.0
76,Codecademy,164,,MISC,0.9999691247940063,174.0
77,iPads,98,,MISC,0.999902606010437,103.0
79,HTML,125,,MISC,0.9981864094734192,129.0
79,CSS,131,,MISC,0.9981634020805359,134.0
79,JavaScript,136,,MISC,0.9998185038566589,146.0
79,Python,151,,MISC,0.9999709129333496,157.0
80,Codecademy,18,,ORG,0.985158383846283,28.0
81,Google,98,,ORG,0.999710738658905,104.0
81,Facebook,118,,ORG,0.9996445178985596,126.0
81,Facebook,165,,ORG,0.9998819828033447,173.0
81,Google,178,,ORG,0.9999260902404785,184.0
81,Facebook,276,,ORG,0.9993569254875183,284.0
81,Google,288,,ORG,0.9996613264083862,294.0
83,Python,34,,MISC,0.9999758005142212,40.0
87,Codecademy,12,,MISC,0.9999483823776245,22.0
87,Codecademy,51,,MISC,0.9999418258666992,61.0
92,Codecademy,37,,ORG,0.5494256019592285,47.0
93,America,31,,LOC,0.999997615814209,38.0
97,iCloud,27,,ORG,0.6209967732429504,33.0
106,DuoLingo,10,,MISC,0.9921236634254456,18.0
106,iPad,127,,MISC,0.999728262424469,131.0
112,Codecademy,10,,ORG,0.9835119843482971,20.0
113,iPad,46,,MISC,0.9999613761901855,50.0
115,Codecademy,31,,ORG,0.7071877717971802,41.0
117,Codecademy Go,14,,MISC,0.9998069703578949,27.0
117,iOS,80,,MISC,0.9998605251312256,83.0
117,Codecademy,270,,ORG,0.9999797344207764,280.0
121,JavaScript,51,,MISC,0.9999741315841675,61.0
122,Python,29,,MISC,0.9999850988388062,35.0
123,iPads,77,,MISC,0.999929666519165,82.0
125,Codecademy,7,,ORG,0.9780208468437195,17.0
125,Codecademy,124,,ORG,0.9585837721824646,134.0
127,JavaScript,79,,MISC,0.9999780654907227,89.0
131,Stack,57,,MISC,0.5771798491477966,62.0
131,MacBook Pro,91,,MISC,0.9998939335346222,102.0
136,Facebook,36,,ORG,0.9999569654464722,44.0
136,Google,48,,ORG,0.9999749660491943,54.0
138,Safari,69,,MISC,0.9407415986061096,75.0
138,iPad,82,,MISC,0.9919286966323853,86.0
138,iPhone,183,,MISC,0.9953155517578125,189.0
139,codeacademy,15,,ORG,0.8585340976715088,26.0
139,LinkedIn,35,,ORG,0.9999622106552124,43.0
140,iPad Air 4,22,,MISC,0.9998371799786886,32.0
141,JavaScript,52,,MISC,0.9993718266487122,62.0
141,React,67,,MISC,0.9995798468589783,72.0
141,Codecademy,95,,MISC,0.987097442150116,105.0
142,Facebook,56,,ORG,0.999763548374176,64.0
142,LinkedIn,66,,ORG,0.9998530149459839,74.0
144,Java,185,,MISC,0.9999682903289795,189.0
145,iPad,4,,MISC,0.9998970031738281,8.0
145,iPhone,53,,MISC,0.9999316930770874,59.0
145,iPad,96,,MISC,0.999794065952301,100.0
