reviewId,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob,End_Pos
a542d694-e612-4fd5-8a10-9a9931916d66,W3schools,131,,MISC,0.9998986721038818,140.0
fe8bc4f2-0aee-4a6a-97cb-34fb97bf672a,Encode,60,,MISC,0.9999116659164429,66.0
482d7d80-f891-4c3b-b060-d4ebd5796f8f,JavaScript,34,,MISC,0.9999222755432129,44.0
de1108b3-073d-4c55-a617-281580427183,Yug,0,,ORG,0.9998971223831177,3.0
c3c49868-2c68-45e8-a6a4-81fe5113cab1,S20,110,,MISC,0.975461483001709,113.0
5bf20519-61a6-495d-8fa2-ed9a05ccf9a3,Nice,0,,ORG,0.9999711513519287,4.0
496b1576-8bc0-44db-a0ac-0e7292c2d0a8,Giod,0,,ORG,0.9999823570251465,4.0
3dea864b-b627-419f-a1b2-dc1cc610f61c,Sololearn,12,,ORG,0.9999582767486572,21.0
cfc06ac7-20ce-4700-8a9f-c4c4cb1ab36a,Encode,141,,MISC,0.99981290102005,147.0
dd3404c0-1562-4e7e-ac86-6674d3ea2dd8,HTML,59,,MISC,0.9999300241470337,63.0
dd3404c0-1562-4e7e-ac86-6674d3ea2dd8,HTML,192,,MISC,0.9997175335884094,196.0
a5329447-7c23-4bd4-822c-bea896127701,Nice,0,,ORG,0.9999711513519287,4.0
8dbddffc-4533-4cb0-a3f1-1613a4f23aee,JavaScript,39,,MISC,0.9503381252288818,49.0
ac3029d4-e6e6-4796-9885-7aec174c93f1,JavaScript,34,,MISC,0.9999382495880127,44.0
75acb137-7ee6-4293-a802-c86cb715d569,Java,234,,MISC,0.9984440207481384,238.0
4e6718d3-4951-4a8c-9c68-13519bf685e0,Vietnam,6,,LOC,0.9999942779541016,13.0
5048d9d4-01dc-42be-a9a1-8ac2faf98dd7,Nice,0,,ORG,0.9999711513519287,4.0
1c0284e4-f7df-4c0f-ab03-78effaa012fe,Javascript,37,,MISC,0.999971866607666,47.0
000d67f7-1a51-49df-9ff7-b8fa670fcafd,HTML,60,,MISC,0.9933887720108032,64.0
000d67f7-1a51-49df-9ff7-b8fa670fcafd,HTML,108,,MISC,0.9850711822509766,112.0
000d67f7-1a51-49df-9ff7-b8fa670fcafd,سكريبت,122,,MISC,0.7526195645332336,128.0
000d67f7-1a51-49df-9ff7-b8fa670fcafd,الانجليزية,451,,MISC,0.9999487400054932,461.0
3f172508-5e47-4fcd-bdc4-24850da025de,Encode,67,,MISC,0.9997836947441101,73.0
3f172508-5e47-4fcd-bdc4-24850da025de,Encode,187,,MISC,0.9998272061347961,193.0
3f172508-5e47-4fcd-bdc4-24850da025de,Encode,339,,MISC,0.999927282333374,345.0
3f172508-5e47-4fcd-bdc4-24850da025de,Encode,449,,MISC,0.9998565912246704,455.0
82e6dadf-f807-4505-99d3-1c3520cfc024,encode,55,,MISC,0.8763542771339417,61.0
d1a5008d-883e-4d40-8ffe-23eda24a30db,Python,446,,MISC,0.999971866607666,452.0
d1a5008d-883e-4d40-8ffe-23eda24a30db,Doulingo,458,,MISC,0.9918432831764221,466.0
98da7884-417d-45cf-ad40-490b0d51f328,Soma Biswas,8,,PER,0.9999921917915344,19.0
2c11010b-0544-4653-bea3-9b4cde8a7505,HTML,51,,MISC,0.6489335298538208,55.0
