NER_Text,Count,NER_Label
Encode,33,MISC
JavaScript,33,MISC
Python,23,MISC
Java,20,MISC
HTML,10,MISC
Javascript,8,MISC
JS,7,MISC
Nice,7,ORG
Upskew,5,ORG
C,5,MISC
jQuery,4,MISC
Ruby,4,MISC
encode,4,MISC
C ++,3,MISC
CSS,3,MISC
Android,3,MISC
SoloLearn,3,MISC
Google,3,ORG
Mimo,2,ORG
PHP,2,MISC
Java Script,2,MISC
Play Store,2,MISC
Sololearn,2,ORG
God,2,PER
Udacity,2,ORG
English,2,MISC
Duolingo,2,ORG
ENCODE,2,MISC
Upskew Pty . Ltd .,1,ORG
iOS,1,MISC
Orange,1,ORG
Owsem,1,MISC
do lua,1,ORG
arduino uno,1,MISC
الانجليزية,1,MISC
microsoft,1,ORG
allen bradley PLC,1,ORG
Yug,1,ORG
PLIS,1,ORG
Python.,1,MISC
Nicee,1,ORG
YouTube,1,ORG
S20,1,MISC
Woo,1,PER
Web,1,MISC
Soma Biswas,1,PER
Spotify,1,ORG
encode pro,1,MISC
W3schools,1,MISC
Vietnam,1,LOC
THATS,1,MISC
Twinery,1,MISC
Sup Advay,1,MISC
Age of Mobile World,1,MISC
Nicaragua,1,LOC
Codecademy,1,ORG
EncodePro,1,MISC
Encode.,1,MISC
Encode Pro,1,MISC
Ecmascript,1,MISC
Doulingo,1,MISC
CompiLinguaCodes,1,MISC
CAT,1,MISC
European,1,MISC
C ++/,1,MISC
Bulgarian,1,MISC
Breeki,1,PER
Awla,1,ORG
Arnold,1,PER
Anne5,1,PER
Encoding App,1,MISC
Fyn,1,LOC
My Fitness Pal,1,MISC
INDONESIA,1,MISC
Lua,1,MISC
JS IDE,1,MISC
InterpretLinguaCodes,1,MISC
India,1,LOC
Imma,1,PER
Ian,1,PER
I5,1,MISC
Gavin,1,PER
Html,1,MISC
Hour of Code,1,MISC
Hooo My,1,PER
God Bless,1,PER
Go Pro,1,MISC
Giod,1,ORG
سكريبت,1,MISC
