NER_Text,Count,NER_Label
Nice,196,ORG
Python,154,MISC
Programming Hero,53,MISC
Bangladesh,36,LOC
Bangladeshi,33,MISC
Java,31,MISC
Jhankar Mahbub,30,PER
YouTube,27,MISC
Android,24,MISC
English,21,MISC
Bangla,20,MISC
C,19,MISC
God,17,PER
Google,15,ORG
Bengali,15,MISC
JavaScript,11,MISC
Osm,11,ORG
Hero,9,ORG
Grandma,9,PER
Jhankar,9,PER
Antik Mahmud,9,PER
Nyc,7,LOC
বাংলা,7,MISC
Programming Hero Team,7,ORG
Programming hero,7,MISC
Python3,7,MISC
SoloLearn,6,MISC
GitHub,6,MISC
HTML,6,MISC
Allah,6,PER
Fibu,5,ORG
JAVA,5,MISC
Bkash,5,MISC
India,5,LOC
Noice,5,ORG
Sololearn,5,MISC
bengali,5,MISC
Programming Hub,5,ORG
CSE,5,ORG
BD,5,ORG
Mahbub,4,PER
Joss,4,PER
Mimo,4,MISC
Jhanker Mahbub,4,PER
Nagad,4,MISC
programming hero,4,MISC
jhanker mahbub,4,PER
jhankar mahbub,4,PER
Hindi,4,MISC
Osam,4,ORG
PROGRAMMING HERO,4,ORG
Amzing,3,ORG
Jhankar Mahbub Vai,3,PER
Udemy,3,MISC
WoW,3,MISC
Osthir,3,MISC
Rocket,3,MISC
jhankar mahbub vai,3,PER
Gud,3,PER
Arduino,3,MISC
Html,3,MISC
Playstore,3,MISC
nyc,3,LOC
Russian,3,MISC
bangladeshi,3,MISC
Javascript,3,MISC
CSS,3,MISC
english,3,MISC
Python 3,3,MISC
Pygame,3,MISC
PHP,3,MISC
Xoss,3,PER
python,3,MISC
Kotlin,3,MISC
ইংলিশ,2,MISC
jhankar mahabub,2,PER
DeployTo GitHub,2,MISC
google,2,ORG
google play,2,MISC
Jhankar Mahbub vai,2,PER
india,2,LOC
Valo,2,ORG
মাহবুব,2,PER
Huawei,2,ORG
INDIA,2,LOC
hero,2,MISC
Ossum,2,ORG
jhankar,2,PER
ঝংকার,2,PER
Jhankar Mahmud,2,PER
Facebook,2,ORG
Google Play Store,2,ORG
OOP,2,MISC
Alex,2,PER
Goof,2,PER
YT,2,ORG
Jhanker,2,PER
Jhanker Mahabub,2,PER
বাংলাদেশ,2,LOC
Git,2,MISC
Grasshopper,2,MISC
Galaxy,2,MISC
Galaxies,2,MISC
bangladesh,2,LOC
বাংলাদেশে,2,LOC
GOD,2,PER
GIT,2,MISC
French,2,MISC
ঝংকার মাহবুব,2,PER
Jhankar Vai,2,PER
Jhankar mahbub,2,PER
jhankar mahbub bhai,2,PER
Python IDE,2,MISC
Nigerian,2,MISC
Nigeria,2,LOC
ABC,2,MISC
Programming Hero : Coding Just Got Fun,2,MISC
App Store,2,ORG
Blockchain,2,MISC
Nicr,2,ORG
Play Store,2,MISC
pakistan,2,LOC
programming Hero,2,MISC
NICE,2,ORG
sololearn,2,MISC
Tnx,2,LOC
Tkinter,2,MISC
Phyton,2,MISC
Nic,2,ORG
Nepal,2,LOC
Awsm,2,ORG
python 3,2,MISC
raspberry Pi,2,MISC
Jankar Mahbub,2,PER
BKash,2,MISC
Mahmud,2,PER
Jhankar vai,2,PER
Internet,2,MISC
C ++,2,MISC
C / C ++,2,MISC
অসাম অসাম,2,PER
Noce,2,LOC
jhonkar vai,2,PER
Code Playground,2,MISC
Nise,2,ORG
Steve,2,PER
Antik,2,PER
Lua,2,MISC
jhanker mahabub,2,PER
PAYTM,1,MISC
TeamHero,1,ORG
Sotti,1,LOC
Stephen G Kochans',1,PER
Sololearning,1,MISC
Spanish,1,MISC
Sheeesh,1,PER
Osom,1,ORG
Sohag360,1,ORG
Super Duper,1,MISC
Sukriya,1,PER
Sololearn App,1,MISC
Supeb,1,ORG
Team Programming Hero,1,MISC
Tat,1,PER
Ossem,1,PER
Tamil Nadu,1,LOC
TVET,1,ORG
TTS,1,MISC
Suuper,1,PER
Ossaaam,1,PER
Ossam,1,PER
Ostir,1,ORG
Ossm,1,ORG
SoloLearn Python,1,MISC
Solo Learn,1,MISC
Pc,1,MISC
Semmaa,1,PER
Python-3,1,MISC
Telenor,1,ORG
Python 3.0,1,MISC
Py,1,MISC
Punjabi,1,MISC
ProgrammingHero,1,ORG
Programming in C,1,MISC
