NER_Text,Count,NER_Label
gta v,1,MISC
grinningcatwithsmilingeyes  sparkles,1,MISC
great for begginers,1,MISC
gran uyuda,1,MISC
google play store,1,MISC
google play service,1,MISC
google flutter,1,MISC
google chrome,1,MISC
google,1,ORG
godotscrip,1,MISC
godot engine,1,MISC
godot,1,PER
z3,1,MISC
