Unnamed: 0,date,content,rating,isEdited,title,userName,sentiment,matched_synonym
49,2018-10-08 02:03:36,"Most recent update won’t load the opening screen on the app, so I can’t see my lessons and can’t do anything. The “Search” page just loads the little explanation window at the bottom, where I can poke “Got It” to move forward, but it never actually does anything. My Settings now has Practice Reminders turned off, and when I try to set a time and back out from Settings, it defaults back to off and my time wasn’t saved. Can’t do anything with this app now.",1,False,App won’t load,seheasty,NEGATIVE,Reminder
