Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_synonym
142,d1e20ed6-0597-461c-95b7-7971f630ff19,Louie Demin,https://play-lh.googleusercontent.com/a-/ACB-R5SET0eKVyT9REddILNfhN2mm7MBsKVlN6yQrOe5,Really great app to learn about Data Science and more other timely courses that a wide range of modern workplaces rely on. Thumbs up!,5,0,69.0.0,2023-02-04 10:21:24,,,POSITIVE,Thumbs up
219,ea774d80-d0f2-4b78-a0d5-2788ab0471e3,Laxmi Ch,https://play-lh.googleusercontent.com/a-/ACB-R5QxF61GIk-iobrKNLG4imdMVxR9zk2ZwMdnX68t,"Questionnaires are too tough for beginners. Please slice them to tidbits, so we can nibble easily. Thank you.",5,0,69.0.0,2023-01-09 01:08:40,,,NEGATIVE,Questionnaires
499,58799d3a-03ac-41d8-a7bc-10c5cb161918,Hammyx Abdullah,https://play-lh.googleusercontent.com/a/AGNmyxabWSkzmcyL-Zq8ADktsctPcEhKEAt5WbXkkQ1w=mo,Thumbs up 😘,5,0,62.1.0,2022-10-09 13:47:59,,,POSITIVE,Thumbs up
700,01a9db91-9f65-48df-86f9-f378fabcaa84,Patrick Kuboske,https://play-lh.googleusercontent.com/a-/ACB-R5SwDkH5AjXQrEPoEamgfh_jXP7WpHvsazDUKp8,Goals and objectives are clear and concise. Great application for those starting out. Easy to use all around.,4,0,59.0.0,2022-08-20 03:15:39,,,POSITIVE,Goals
727,0d88c4d6-745b-4ec3-aac9-73031ba79d8e,Fatumo Oluwatobi,https://play-lh.googleusercontent.com/a-/ACB-R5SmASkPNZaZENIrrcVufyUPkMklBjDuHVWzVkmlRQ,"Life made simple, the app is easy to us and I worry less about internet data usage. Thumbs up to the developers of this app",5,0,,2022-08-16 17:45:33,,,POSITIVE,Thumbs up
1218,688bfc6a-f08c-4ab9-a756-ca2cea548b3c,Ola Ola,https://play-lh.googleusercontent.com/a/AGNmyxYeJMsrEvzN4BJSZiISnXC-7mPUgKddXdhTYVn7=mo,"Amazing App and good learning materials and the best part, no silly ads interfering with learning. Thumbs up!",5,0,51.0.0,2022-05-05 06:05:11,,,POSITIVE,Thumbs up
2719,4f6c402e-b2a2-410e-ba76-cbfb00bc7fbf,Serena Wong,https://play-lh.googleusercontent.com/a-/ACB-R5S3Hprd2eCdeO9qcnwGjRuyEWWHt0GgIFLAOi6l6w,"User-friendly, handy app to have to learn and practice programs. Well-structured lessons with practice challenges to refresh the memory. Great for those who love to learn on the mobile. Daily challenges are a way to refresh the memory and practise.",5,8,24.0.0,2021-08-14 21:42:04,,,POSITIVE,Daily challenges
6638,c753712c-fecd-48cf-b4a4-5f1c1260f3ce,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is too amazing. God bless the builders. i now understand python better. I like the question-learning approach. Thumbs up y'all,5,0,10.0.1,2019-02-25 07:55:47,,,POSITIVE,Thumbs up
7298,ac40ce01-75b9-47ce-8d73-a9eef90d080d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Thumbs up!!,4,0,1.0.2,2017-12-10 13:59:46,,,POSITIVE,Thumbs up
