Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_synonym
5572,3a240685-5e01-4fbf-803a-d03f34ce3c1c,Widespread Panic,https://play-lh.googleusercontent.com/a-/ACB-R5QtogXGwgHWaIm25GkskvVUkntqCKK8oh5B5gvsdw,"Well done. Motivational, great interactive help forum, anything you want from baby steps to Giant leaps & bounds..... like a real SuperCodingHero!",5,0,1.4.48,2021-03-21 07:52:44,,,POSITIVE,Motivation
6710,9f2c3e30-da89-44ba-9877-6c21e4413a2f,christopher Edokwe,https://play-lh.googleusercontent.com/a-/ACB-R5ShS_3w7H91wRHHY58piJ3k3xjYuxDW0j_9XFZpsg,Thumbs up,5,0,1.4.40,2020-12-27 01:05:17,"Thanks a billion, christopher! 😊
Glad you loved our app.

Please keep exploring Programming Hero and keep supporting us.

This month, you'll look hotter in your brand new profile page.

You can produce a baby robot in one night with your ""Python In One Night"" video course. 

Next is the C course. Stay tuned.

Love from Team Programming Hero! ❤️",2021-01-19 04:20:43,POSITIVE,Thumbs up
9180,de73aec7-0038-46e7-a053-250e41bed7d9,Olanrewaju Dayo,https://play-lh.googleusercontent.com/a/AGNmyxbJ0cP98WpsvqQRL5iKVJqfPz0STEYsQo06J7iZ=mo,"Simple, easy to use, free and helping lives. Thumbs up to the makers of this app",5,1,1.4.31,2020-07-21 18:44:37,"Thanks a lot, Olanrewaju! 😊

We're really glad you liked our app.


Please keep exploring Programming Hero and keep supporting us…


This month, we brought a brand new app development course. Now we're working on to bring advanced Web Development course contents. So, please stay tuned…


Love from Team Programming Hero! ❤",2020-07-24 00:52:58,POSITIVE,Thumbs up
12849,1dc9c4f3-c797-4b4f-b8bb-9f74281a6c1a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Before I downloaded this app,I had zero knowledge of coding but with this app I have been able to gradually learn about coding. Thumbs up",5,0,1.4.22,2020-01-03 10:29:30,"Thanks a lot, Martha! 😊 
We're really glad you liked our app. 

Please keep exploring Programming Hero and keep supporting us... 

This month, we started adding the Web Development (HTML, CSS & JavaScript) course. Next month, we'll add more fun Python coding projects, so please stay tuned... 

Love from team Programming Hero! ❤",2020-01-03 14:39:11,POSITIVE,Thumbs up
15489,623b773b-ec7e-4277-98d4-a758fd03e7a4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great app. Breaks down coding into easily understandable lessons. Keep up the good work guys and gals.,5,0,1.3.6,2019-04-29 22:47:22,"Thank you,  Steve. 
Your feedback is so Sweet 😉

This encourages us to work harder for more features.

Please note that we are working on to add  algorithms, OOP, and more fun games. And then we will add other Programming languages like java, C, etc.

Stay tuned.

Happy Programming.

💖💖💖 Love from team Programming Hero.",2019-04-29 22:56:28,POSITIVE,Breaks
16061,4219b9cf-c7c0-404f-9964-99e69b429e98,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i use this app everyday....Thumbs up to the developers ...add tutorials on java and C,5,0,1.2.21,2019-03-08 12:16:02,"Thank you, for trying out Programming Hero

We will release basic data structures next week. And then we will start working on basic algorithms, OOP.

Right now we only have python, in future, we will add other Programming languages. Planning to release around June, July

Please stay tuned

Happy Programming.

💖💖💖 Love from team Programming Hero",2019-03-08 12:41:57,POSITIVE,Thumbs up
