Unnamed: 0,date,developerResponse,content,rating,isEdited,userName,title,sentiment,matched_synonym
255,2021-08-05 16:09:54,,"I just started Mimo, so I might change my rating later. For now though, I think it's an amazing app, and I'm able to pick up things I once found pretty complicated, very easily. It's simple and quick to use. Thumbs up 👍!!!",5,False,Daichie,👍👍,POSITIVE,Thumbs up
