event,time
Parte 1,01:23:34
Pedagogical Page Open Time,01:23:34
Pedagogical Page Close Time,01:23:36
Completeblankspace Page Open Time,01:23:36
Completeblankspace Page Close Time,01:23:44
Parte 2,01:23:44
Pedagogical Page Open Time,01:23:44
Pedagogical Page Close Time,01:23:46
Completeblankspace Page Open Time,01:23:46
Completeblankspace Page Close Time,01:24:12
Parte 3,01:24:12
Pedagogical Page Open Time,01:24:12
Pedagogical Page Close Time,01:24:14
Completeblankspace Page Open Time,01:24:14
Completeblankspace Page Close Time,01:24:20
Parte 4,01:24:20
Pedagogical Page Open Time,01:24:20
Pedagogical Page Close Time,01:24:21

Parte 1,04:06:33
Pedagogical Page Open Time,04:06:33
Pedagogical Page Close Time,04:06:34
Completeblankspace Page Open Time,04:06:34
Completeblankspace Page Close Time,04:06:42
Parte 2,04:06:42
Pedagogical Page Open Time,04:06:42
Pedagogical Page Close Time,04:06:43
Completeblankspace Page Open Time,04:06:43
Completeblankspace Page Close Time,04:06:53
Parte 3,04:06:53
Pedagogical Page Open Time,04:06:53
Pedagogical Page Close Time,04:06:53
Completeblankspace Page Open Time,04:06:53
Completeblankspace Page Close Time,04:06:55
Parte 4,04:06:55
Pedagogical Page Open Time,04:06:55
Pedagogical Page Close Time,04:06:56

Parte 1,00:09:08
Pedagogical Page Open Time,00:09:08
Pedagogical Page Close Time,00:09:10
Completeblankspace Page Open Time,00:09:10
Completeblankspace Page Close Time,00:09:16
Parte 2,00:09:16
Pedagogical Page Open Time,00:09:16
Pedagogical Page Close Time,00:09:17
Completeblankspace Page Open Time,00:09:17
Completeblankspace Page Close Time,00:09:32
Parte 3,00:09:32
Pedagogical Page Open Time,00:09:32
Pedagogical Page Close Time,00:09:33
Completeblankspace Page Open Time,00:09:33
Completeblankspace Page Close Time,00:09:35
Parte 4,00:09:35
Pedagogical Page Open Time,00:09:35
Pedagogical Page Close Time,00:09:36

Parte 1,17:32:41
Pedagogical Page Open Time,17:32:41
Pedagogical Page Close Time,17:32:42
Completeblankspace Page Open Time,17:32:42
Completeblankspace Page Close Time,17:32:46
Parte 2,17:32:46
Pedagogical Page Open Time,17:32:46
Pedagogical Page Close Time,17:32:46
Completeblankspace Page Open Time,17:32:46
Completeblankspace Page Close Time,17:32:49
Parte 3,17:32:49
Pedagogical Page Open Time,17:32:49
Pedagogical Page Close Time,17:32:50
Completeblankspace Page Open Time,17:32:50
Completeblankspace Page Close Time,17:32:53
Parte 4,17:32:53
Pedagogical Page Open Time,17:32:53
Pedagogical Page Close Time,17:32:53

Parte 1,23:01:54
Pedagogical Page Open Time,23:01:54
Pedagogical Page Close Time,23:01:56
Completeblankspace Page Open Time,23:01:56
Completeblankspace Page Close Time,23:02:02
Parte 2,23:02:02
Pedagogical Page Open Time,23:02:02
Pedagogical Page Close Time,23:02:02
Completeblankspace Page Open Time,23:02:02
Completeblankspace Page Close Time,23:02:12
Parte 3,23:02:12
Pedagogical Page Open Time,23:02:12
Pedagogical Page Close Time,23:02:14
Completeblankspace Page Open Time,23:02:14
Completeblankspace Page Close Time,23:02:19
Parte 4,23:02:19
Pedagogical Page Open Time,23:02:19
Pedagogical Page Close Time,23:02:20

Parte 1,21:58:48
Pedagogical Page Open Time,21:58:48
Pedagogical Page Close Time,21:58:50
Completeblankspace Page Open Time,21:58:50
Completeblankspace Page Close Time,21:59:14
Pedagogical Page Open Time,21:59:14
Pedagogical Page Close Time,21:59:15
Completeblankspace Page Open Time,21:59:15
Completeblankspace Page Close Time,21:59:15
Pedagogical Page Open Time,21:59:15
Pedagogical Page Close Time,21:59:16
Completeblankspace Page Open Time,21:59:16
Completeblankspace Page Close Time,21:59:24
Parte 2,21:59:24
Pedagogical Page Open Time,21:59:24
Pedagogical Page Close Time,21:59:53
Completeblankspace Page Open Time,21:59:53
Completeblankspace Page Close Time,22:00:38
Pedagogical Page Open Time,22:00:38
Pedagogical Page Close Time,22:00:39
Completeblankspace Page Open Time,22:00:39
Completeblankspace Page Close Time,22:00:44
Parte 3,22:00:44
Pedagogical Page Open Time,22:00:44
Pedagogical Page Close Time,22:00:46
Completeblankspace Page Open Time,22:00:46
Completeblankspace Page Close Time,22:00:55
Pedagogical Page Open Time,22:00:55
Pedagogical Page Close Time,22:00:56
Completeblankspace Page Open Time,22:00:56
Completeblankspace Page Close Time,22:01:01
Parte 4,22:01:01
Pedagogical Page Open Time,22:01:01
Pedagogical Page Close Time,22:01:02

