Name,ReviewCount,AverageRating,AverageReviewLength,EarliestDate,LatestDate,PositiveReviewProportion,NeutralReviewProportion,NegativeReviewProportion
codeacademy,141,4.04255319148936,78.0425531914894,2019-05-05 02:40:44,2023-03-21 19:53:03,0.567375886524823,0.219858156028369,0.212765957446808
datacamp,389,4.65552699228792,87.120822622108,2018-01-27 02:54:15,2023-05-01 16:35:48,0.786632390745501,0.125964010282776,0.0874035989717224
learn-python-programiz,28,4.32142857142857,92.4642857142857,2020-01-04 15:02:16,2023-04-18 23:24:33,0.642857142857143,0.321428571428571,0.0357142857142857
mimo,9253,4.38084945423106,85.0694909758997,2018-06-22 22:18:37,2023-05-07 13:09:01,0.667891494650384,0.219928671782125,0.112179833567492
programming-hero,221,4.52488687782805,97.7737556561086,2019-02-16 00:40:53,2023-04-10 06:35:09,0.728506787330317,0.167420814479638,0.104072398190045
programming-hub,1633,4.25719534598898,90.6852418860992,2014-01-12 19:12:51,2023-05-06 04:27:37,0.613594611145132,0.272504592774035,0.113900796080833
sololearn,28876,4.75121207923535,77.0749064967447,2016-10-26 07:25:37,2023-05-07 06:32:18,0.809876714226347,0.140047097936002,0.0500761878376506
