Name,ReviewCount,AverageRating,AverageReviewLength,EarliestDate,LatestDate,PositiveReviewProportion,NeutralReviewProportion,NegativeReviewProportion
codeacademy,3573,3.75678701371397,88.5664707528687,2018-08-01 01:33:12,2023-03-24 22:07:12,0.625244892247411,0,0.374755107752589
datacamp,7719,4.47881849980567,76.3687006088872,2017-10-18 11:23:14,2023-03-24 21:09:12,0.83262080580386,0,0.167379194196139
encode,2045,4.63080684596577,91.7667481662592,2016-03-13 23:11:32,2023-03-19 01:47:34,0.866503667481663,0,0.133496332518337
learn-python-programiz,4814,4.65351059410054,60.8223930203573,2019-08-22 19:39:09,2023-03-25 13:34:31,0.860822600747819,0,0.139177399252181
mimo,88724,4.53408322438123,63.3281336293858,2016-08-19 21:15:07,2023-03-25 15:45:02,0.858899508588432,0,0.141100491411568
programming-hero,16538,4.78068690289031,57.1010400290241,2018-11-28 09:32:14,2023-03-25 14:57:48,0.899201838190833,0,0.100798161809167
programming-hub,49549,4.58267573513088,60.9303382130237,2013-07-31 05:45:19,2023-03-25 14:57:25,0.855637853438011,0,0.144362146561989
sololearn,132553,4.71747150196525,61.8852247521615,2016-10-26 02:56:32,2023-03-25 16:36:13,0.90417417938485,0,0.0958258206151502
