Name,ReviewCount,AverageRating,AverageReviewLength,EarliestDate,LatestDate,PositiveReviewProportion,NeutralReviewProportion,NegativeReviewProportion
codeacademy,3100,3.84612903225806,70.2367741935484,2018-08-02 08:35:59,2023-03-24 00:51:56,0.65741935483871,0,0.34258064516129
datacamp,7378,4.49579831932773,69.9044456492274,2017-10-18 11:23:14,2023-03-24 21:09:12,0.83843860124695,0,0.16156139875305
encode,1861,4.65394948952176,77.0644814615798,2016-03-13 23:11:32,2023-03-19 01:47:34,0.875873186458893,0,0.124126813541107
learn-python-programiz,4728,4.65609137055838,59.3100676818951,2021-02-19 03:24:40,2023-03-25 13:34:31,0.862309644670051,0,0.137690355329949
mimo,86724,4.54521239795212,59.2170614146353,2018-05-02 03:23:09,2023-03-25 15:45:02,0.864074535307412,0,0.135925464692588
programming-hero,16407,4.78308039251539,56.6918388492717,2018-11-28 09:32:14,2023-03-25 14:57:48,0.900103614310965,0,0.0998963856890352
programming-hub,48682,4.5875066759788,59.5453984956225,2013-07-31 05:45:19,2023-03-25 14:57:25,0.857811922271065,0,0.142188077728935
sololearn,130851,4.72480913405324,59.9274168278013,2016-10-26 02:56:32,2023-03-25 16:36:13,0.907253288091035,0,0.0927467119089652
