Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_python,matched_stem
626,371d969d-329e-483b-8cd3-486ed0adec9c,Yashvardhan Jagatkar,https://play-lh.googleusercontent.com/a/AGNmyxYv0Bed27ttpoooqOQBv90wzZIEgawPzNM_44kX=mo,iam student in 12 th and learning python this app makes me understand the basic to pro.... if iam wrong at any point it Requotioned me again and again 👍🏻👍🏻,4,0,1.14.0,2022-04-13 05:27:02,,,POSITIVE,python,point
