Unnamed: 0,date,content,rating,isEdited,userName,title,developerResponse,sentiment,matched_python,matched_stem
32,2020-07-21 16:46:22,I am a PhD student in Earth and Environmental Sciences and this app was fundamental to me learning python. The beginner lessons are very well done and accessible to all! I also really appreciate the “streaks” and the daily practices. They “gamify” the daily challenges and it really helps and is fun to keep up a daily streak! Thanks so much for developing a great app. I recommend it to everyone who asks how to get started with python.,5,False,Intrepidtraveler7,The Best Way To Get Started Coding!,,POSITIVE,python,"streak, challeng"
126,2019-02-21 07:50:29,I’ve had a great time learning python with this app. Fun challenges and tutorials. Mixing this app with the only website is key. Good stuff for anyone wanting to learn data science.,5,False,VisionReached,Awesome app for learning 👏,,POSITIVE,python,challeng
283,2017-12-31 20:03:11,dc makes learning so easy. i was stuck in my python path but i have progressed alot in only 2 days of intermittent use,5,False,-Fosite-,can you make 10 stars an option.,,POSITIVE,python,progress
289,2018-11-25 00:12:57,At this point the iPad app should be a fully supported device even the ability to compile or run python,2,False,Cicorias1,Landscape support in iPad,,NEGATIVE,python,point
332,2019-04-02 12:51:05,"Learning to code is intimidating. 
DataCamp makes it a lot easier.
Although, it’s still challenging when you’re trying to learn a new skill.  I’ve been learning python and the app is great.",5,False,Upgrade.,Great app,,POSITIVE,python,challeng
340,2018-04-08 14:54:16,This app is great when you don’t have a computer in front of you . It’s able to give you the basic concepts you will need to code your python. I love it. When I lunch or break at work I go to this app and work on this app. Repetitive skills will help you remember.  Bravo,5,False,ace29703,Great,,POSITIVE,python,break
